id,year,M,W,total,group,supply
116017,2067,4,2,6,E,29.089069483194507
129471,2067,11,2,13,N,29.080380269816576
105837,2068,10,0,10,Q,28.78996705550028
64097,2067,5,2,7,J,29.365562768707417
52272,2068,3,0,3,E,29.01115537730852
35751,2067,4,0,4,N,29.286616031480197
116999,2068,4,1,5,E,28.998169009325878
15980,2067,5,1,6,Q,28.95882729596634
48344,2067,4,1,5,D,29.29612215668665
65886,2067,6,3,9,K,29.51199280347164
108749,2068,5,1,6,E,28.730466068176995
112250,2068,12,0,12,E,28.976594382668047
159622,2068,14,2,16,Q,28.729808324334805
38099,2067,2,1,3,J,28.98728477568448
129528,2068,4,0,4,P,28.95900131885124
164552,2068,6,2,8,D,29.11670596378041
130441,2067,6,3,9,E,29.178826215004644
44826,2067,6,0,6,E,29.291516702940505
161223,2067,5,1,6,E,29.11117227599679
19739,2067,2,2,4,J,29.19084552838604
92508,2068,5,3,8,K,28.84250916101601
141971,2067,3,4,7,C,29.482947626626288
96112,2067,2,1,3,J,29.305703335041315
159428,2068,5,0,5,P,28.693583362629376
172133,2067,8,2,10,D,29.339123663576014
122139,2068,4,1,5,P,28.74373427322536
149493,2068,6,2,8,M,28.606575050349687
95915,2068,4,0,4,N,28.91389884727203
51136,2068,4,3,7,Q,29.207505322632283
111438,2067,4,2,6,J,29.214904119064716
121643,2068,2,2,4,E,28.49303530482113
166234,2068,3,1,4,M,29.259251150594768
63664,2068,25,3,28,E,28.93997704678343
173636,2067,7,2,9,E,28.85740822406432
72583,2067,4,1,5,H,29.290264776752107
144013,2068,6,2,8,C,28.508692031827184
137299,2068,6,0,6,P,28.957241522493955
92773,2068,8,3,11,N,28.843537270470737
123642,2067,6,1,7,Q,29.351966568924222
180341,2067,6,0,6,E,28.74293219608509
150562,2068,4,1,5,P,28.809836562269847
26151,2067,3,2,5,D,29.06515726929628
164372,2068,6,1,7,M,28.650836299983798
140629,2067,3,2,5,K,29.38596134090916
29553,2067,6,0,6,K,28.802539760462977
135322,2068,3,2,5,P,28.49680635698259
93408,2067,2,3,5,E,29.38772505561916
61757,2067,5,3,8,D,29.02392126813453
61657,2068,8,0,8,P,28.684710933921007
27478,2068,6,0,6,S,28.893743277341148
60848,2067,2,3,5,N,29.55123770667857
135230,2067,5,2,7,N,29.14989959497277
81565,2067,5,1,6,Q,28.84371924195756
118949,2068,4,3,7,Q,28.845946090519075
131320,2067,4,2,6,S,29.581772370027643
106881,2068,4,3,7,N,28.950759379538475
144996,2067,6,1,7,K,29.35082947126375
109396,2068,14,5,19,C,29.007108136395228
148817,2067,3,1,4,P,29.313336167877253
105727,2067,3,2,5,K,28.961599333425163
32846,2067,4,0,4,N,29.20525758415904
110444,2067,2,2,4,C,28.936598686733458
160099,2067,4,0,4,E,29.057778103252595
31108,2067,3,3,6,N,29.0458156620586
142687,2067,5,2,7,N,29.588975501578705
38193,2067,3,1,4,Q,29.101336095306383
114788,2068,6,0,6,K,28.65080609748752
103051,2068,3,1,4,N,28.58345731559429
26363,2067,2,1,3,Q,29.015870220974843
85557,2067,4,1,5,E,29.45548296883597
138517,2067,5,2,7,F,29.147121931253345
94733,2068,5,1,6,D,29.066018290029955
62882,2068,1,1,2,N,28.892570780329272
58898,2067,4,2,6,P,29.36084476731957
145885,2067,5,0,5,J,29.17187324136447
94123,2068,5,1,6,N,28.90107741208912
85618,2067,1,4,5,E,29.195755573451443
25099,2067,6,2,8,P,29.29647490713504
183064,2068,6,2,8,P,29.13779934005503
62882,2067,5,3,8,N,29.224500234644733
150019,2068,5,1,6,M,28.831438163634157
86291,2067,2,1,3,H,29.12551968546416
93716,2067,6,0,6,N,29.236649733706265
73369,2068,3,2,5,N,28.87050438533716
17255,2068,4,2,6,S,28.843823211323667
147642,2068,7,1,8,M,28.72318805409041
116999,2067,3,2,5,E,29.19945566642231
49595,2067,4,2,6,J,29.14140840381289
149379,2068,6,2,8,E,28.811792416075424
93642,2068,3,2,5,D,29.053894677641544
148508,2068,4,2,6,M,28.829292273904507
25424,2068,6,0,6,E,28.41306210828887
135092,2068,6,1,7,N,28.952938681958447
162889,2068,2,3,5,N,28.51902810738964
28321,2068,2,1,3,M,28.471048549139
57567,2068,4,2,6,S,28.76143778248316
94157,2067,1,2,3,J,29.18272231227768
115959,2068,6,3,9,Q,28.92918150397396
129171,2067,7,0,7,E,29.37469394314449
89620,2068,6,1,7,K,28.87025108841397
74541,2067,5,1,6,M,28.91006529022144
104983,2067,7,2,9,S,29.41504423560388
113674,2068,5,1,6,J,28.913435257459817
113219,2068,5,3,8,D,28.69160392936584
178261,2067,2,1,3,K,29.150533927849857
39138,2068,7,1,8,J,29.18435586734855
145780,2067,6,1,7,D,29.0876172385147
82901,2068,3,1,4,S,29.257981573352605
148772,2067,2,1,3,N,29.2865626254329
141335,2067,6,1,7,P,29.18447630186475
107122,2068,5,3,8,J,28.732192051655645
135546,2068,7,1,8,M,28.81200894814036
97380,2067,5,2,7,N,28.92409395729636
38282,2067,6,0,6,N,29.219824392141597
169736,2067,3,1,4,D,29.098355133175627
62411,2068,3,0,3,D,28.81685131836461
124757,2068,2,2,4,Q,29.078263086295248
103135,2067,7,3,10,Q,29.2367291733226
84646,2067,4,1,5,N,29.198628914916053
36368,2067,4,1,5,H,29.21314625417351
113256,2067,6,1,7,E,28.871604348311813
22719,2068,4,2,6,D,28.90919056639628
165179,2068,2,4,6,N,28.93533277555004
51509,2068,2,1,3,D,28.71075830259037
149471,2068,3,2,5,E,28.947779159362376
116805,2067,3,2,5,Q,29.073662139683808
112333,2068,6,2,8,E,29.089116728211195
105727,2068,4,0,4,K,29.01417311211133
98200,2067,5,0,5,E,29.09646562176255
157875,2068,6,0,6,D,28.965570244394904
167839,2068,5,1,6,N,28.810721655281217
117029,2068,10,7,17,A,28.91668774389292
69684,2068,5,2,7,K,28.64249670980771
120361,2068,6,0,6,J,28.709670325330507
148721,2067,2,2,4,Q,29.27011347859966
134439,2068,3,1,4,I,29.089535256185982
88846,2068,5,0,5,Q,28.97766434489771
29711,2067,3,1,4,A,29.520744540077192
176397,2068,6,2,8,G,28.674868010154576
63354,2068,7,3,10,I,28.64247375132396
142641,2067,3,2,5,P,29.250305862419022
121115,2067,6,3,9,M,29.119501689394365
96917,2068,3,2,5,E,28.773564355061552
174686,2068,1,2,3,S,29.127568089746084
148132,2067,6,1,7,M,29.17569499056225
172418,2068,10,1,11,D,28.67467889501146
147903,2068,7,1,8,M,28.71413799457305
124304,2068,3,0,3,E,28.78809555243964
25677,2067,2,1,3,J,29.177268540362224
67283,2068,10,2,12,E,28.782047820998866
76855,2068,3,0,3,M,28.87902205363408
48768,2068,5,1,6,E,28.89916815686492
20482,2068,8,0,8,P,28.718446952921123
86962,2067,3,1,4,N,29.410005940337943
138669,2067,6,3,9,Q,29.29320625511925
151290,2068,5,0,5,M,28.96535307443869
92585,2067,3,3,6,N,29.11039065292813
168377,2068,7,2,9,M,28.806194803300087
165835,2068,6,1,7,Q,28.890798649240608
162614,2068,5,0,5,E,28.95033473101929
49323,2068,2,0,2,N,29.123842671165423
39761,2068,8,0,8,J,28.816749432898177
113532,2067,6,2,8,J,29.30254593014915
125718,2068,5,0,5,J,28.688407551038345
71235,2068,5,2,7,M,28.74085445403404
139606,2067,2,1,3,M,29.316390583456315
171735,2068,2,2,4,P,28.647934066547798
64741,2068,6,1,7,C,28.91661573753264
130730,2068,5,2,7,E,28.93113800920187
136997,2068,6,1,7,P,29.02953185163758
157325,2067,4,1,5,S,28.915813637969205
67190,2067,5,0,5,N,29.39353728602333
88888,2067,7,0,7,G,29.212420489853905
66440,2067,5,0,5,A,29.204277567663
52142,2067,8,2,10,K,29.301961718911823
115556,2067,5,2,7,E,29.112058311857275
123514,2067,4,1,5,E,29.292919215307204
93414,2068,4,1,5,N,28.990270881869066
83601,2068,2,0,2,D,29.253487894368384
143702,2068,2,2,4,N,28.860087888282344
90030,2067,6,1,7,K,29.292709222299464
54827,2067,7,2,9,D,29.31030476790276
145100,2067,4,0,4,M,29.1917170274546
76042,2067,6,0,6,N,29.1080046666656
185033,2068,19,1,20,P,28.613130228148854
129980,2067,5,2,7,K,29.171698885118943
123268,2067,4,1,5,F,29.12285552144686
106569,2068,6,0,6,J,28.673768503419733
143591,2067,5,1,6,J,29.31708742649524
59324,2067,6,3,9,E,29.107669596734645
48493,2067,5,3,8,L,29.30201038267082
157155,2067,2,3,5,E,28.91144243046844
156453,2067,7,0,7,N,29.19155880803306
158709,2067,1,1,2,E,29.454375449085692
114423,2068,5,1,6,J,28.916049818267027
162673,2068,4,0,4,E,28.748038333953268
63980,2067,1,3,4,D,29.19508482099944
84711,2068,4,2,6,A,28.86872848944237
26594,2068,5,0,5,Q,28.651173333758592
164781,2067,6,1,7,Q,29.09673269542043
166629,2067,6,2,8,N,28.95249278266144
87089,2067,5,2,7,Q,28.922622395416827
87014,2068,3,2,5,N,28.922330105778475
171564,2067,3,1,4,J,29.27629780144476
181929,2067,3,1,4,Q,29.080049927841195
41906,2067,6,1,7,J,29.00708099540865
182531,2067,8,0,8,J,28.89922438993152
130483,2067,5,1,6,N,29.04305097530021
145761,2068,7,0,7,J,28.827484139882344
64401,2068,2,0,2,K,28.90850722044231
97349,2067,5,3,8,J,29.004980224218563
156414,2068,9,2,11,N,28.61932071035473
61888,2067,6,2,8,D,28.69046967478419
169335,2068,2,0,2,J,29.13768115700375
102749,2068,7,2,9,P,28.98886953081632
171782,2068,3,0,3,D,28.83225293927626
111901,2067,5,1,6,M,29.410986623766185
148720,2067,4,0,4,M,29.48171325049844
87984,2067,2,0,2,J,29.00948195363602
32228,2067,7,3,10,N,28.98743642894521
67844,2068,7,2,9,N,29.04391648496315
39637,2067,4,1,5,M,29.265371151827
161006,2068,2,3,5,J,28.697474274925284
114867,2067,6,0,6,J,29.135976503859123
62736,2068,5,3,8,J,28.879816781049648
181372,2067,1,3,4,E,29.16150661000272
25274,2067,2,2,4,E,29.19760137952849
145438,2067,3,0,3,A,29.06224292157066
175332,2067,4,3,7,R,29.389730594694893
109304,2067,3,2,5,P,29.378982532939585
99696,2067,4,2,6,E,29.327971053703365
75954,2067,5,1,6,D,29.42480149960124
99403,2067,5,0,5,E,28.96578379206815
159775,2068,7,0,7,N,29.06213395807005
18184,2067,9,5,14,F,28.93841856791064
56920,2067,8,0,8,Q,28.80066793222296
45745,2067,5,2,7,Q,29.287820125923425
49433,2068,5,1,6,M,29.05456959117478
185015,2068,7,1,8,P,28.71378340616038
44293,2068,2,2,4,D,28.72668746044096
97819,2067,5,0,5,Q,29.37935040501405
18347,2067,12,5,17,L,29.196149373529995
21988,2068,4,1,5,M,28.78068052413601
88146,2068,5,1,6,Q,29.137183898670084
30539,2067,2,1,3,E,29.09445065742867
170165,2068,17,2,19,N,28.968336619671668
112906,2068,7,2,9,M,28.55617522346047
170570,2067,4,2,6,J,29.283952109395607
145352,2067,6,2,8,M,29.11685708009668
147584,2068,3,2,5,M,29.01700333296213
56548,2068,7,2,9,Q,28.88166289183874
101148,2068,5,0,5,I,28.710307843051357
42729,2068,3,0,3,E,28.572988003464022
182233,2068,4,2,6,Q,28.90717468746644
112093,2068,3,3,6,N,28.66961907462965
111363,2067,6,1,7,J,29.48111611693213
158767,2068,2,4,6,J,28.81862162170483
86652,2067,2,0,2,E,29.7068497167774
143183,2068,7,0,7,P,28.940278715652227
49575,2067,4,1,5,J,29.14049663616928
109768,2068,7,2,9,E,28.390220493509688
99184,2067,6,1,7,Q,29.19415385293796
41424,2068,4,0,4,E,28.889017508791245
156192,2067,4,2,6,N,29.45099059986933
77650,2067,5,2,7,S,29.329074254635355
95812,2068,5,0,5,E,28.725842616087988
48289,2068,9,2,11,E,29.122209509530546
151257,2068,6,0,6,P,28.81699178795449
134703,2067,3,3,6,E,29.357369067443297
143742,2067,4,2,6,M,29.00649256769296
56317,2068,5,1,6,S,29.01566717071844
131522,2068,6,2,8,E,28.902266959673
171905,2067,6,2,8,J,29.386019656165672
132717,2067,1,3,4,E,29.3877357643124
136665,2067,6,1,7,N,29.352303906870937
185018,2068,8,3,11,P,28.894376199254083
82371,2067,2,3,5,D,29.18290696888917
166829,2068,5,1,6,D,29.005198439688694
114791,2068,4,0,4,N,28.751780063239558
133502,2068,4,1,5,E,29.19163504956783
146203,2068,8,2,10,N,28.91170655530442
123653,2067,5,1,6,E,29.046380657532552
17079,2068,5,0,5,E,28.62895481385288
137554,2067,4,1,5,N,29.396190035287376
18249,2068,1,1,2,Q,28.901153889197808
28899,2067,5,0,5,F,29.16937241528269
111467,2067,5,1,6,E,29.048004953172804
91594,2068,13,1,14,D,29.06734074257209
25483,2067,4,2,6,D,29.51161949587325
125509,2068,6,3,9,Q,28.57120717047219
51475,2067,4,0,4,D,29.159875056072615
48964,2067,4,3,7,J,29.33494500569811
171459,2067,4,1,5,Q,29.648773619055344
52654,2067,4,2,6,M,29.480195163655765
146892,2068,5,2,7,M,28.720100151575107
36842,2068,3,2,5,S,28.796433409600745
75770,2067,3,0,3,J,29.09786731971613
69637,2068,4,1,5,E,28.680042780762854
82262,2067,5,1,6,M,29.0921710472236
56918,2067,8,2,10,M,29.238482047530272
145390,2067,3,2,5,C,29.055457258293085
166302,2068,2,1,3,E,28.547256057833973
158431,2068,3,2,5,E,28.79369167959315
139598,2067,4,1,5,M,29.115037518394583
113753,2067,3,2,5,P,29.23963093360464
133146,2067,5,1,6,E,29.029899807327684
148376,2068,3,2,5,M,28.91717494865686
138134,2068,8,1,9,P,29.1907831095318
132594,2067,5,3,8,A,29.35901229724368
49982,2068,7,1,8,E,28.979117676928983
50879,2067,6,2,8,E,29.372461348607548
22296,2068,7,1,8,N,28.7339271496715
137372,2068,7,2,9,M,28.59524756807383
131718,2068,1,2,3,E,28.56672630357364
141703,2068,5,1,6,P,29.00441195094885
25406,2067,1,1,2,J,29.46498914695984
32388,2068,3,0,3,E,28.70648663806345
181033,2068,5,1,6,N,28.627033350047565
116184,2068,7,0,7,M,28.733385125874214
156239,2067,5,0,5,D,29.240634429965223
103558,2068,6,1,7,A,28.767000099092275
134229,2067,5,1,6,N,29.254061038800483
102401,2067,1,2,3,E,29.519776328889023
139491,2068,6,1,7,F,28.806963366025048
117176,2068,7,1,8,E,28.65874808310445
127030,2068,6,1,7,R,28.70482878955876
148261,2067,5,3,8,M,28.783555313359848
31577,2067,3,2,5,D,28.709078570236507
73122,2067,5,2,7,J,29.13636494528616
119652,2067,5,1,6,P,29.18951698951078
102211,2067,2,2,4,N,29.49283583171746
24186,2068,3,0,3,Q,29.073363227028647
61803,2067,5,4,9,E,28.773208383822872
72624,2067,4,2,6,M,29.15086274774087
95061,2068,6,0,6,N,28.576337363681336
123393,2067,7,2,9,E,29.17153337600997
114664,2067,6,2,8,P,29.21694802256736
142333,2068,1,3,4,Q,28.83221581488961
138736,2068,10,2,12,P,28.74913789019061
146635,2067,4,0,4,P,29.140713572876628
130432,2068,1,4,5,M,29.05598711663554
121664,2067,7,5,12,K,29.051550985718965
119835,2067,6,2,8,E,29.26462682237948
175770,2068,5,2,7,F,29.05789241877113
148649,2068,2,3,5,M,28.93094670843415
165283,2067,2,2,4,P,29.13176811039614
122598,2068,4,2,6,J,28.9991467785232
150138,2068,2,3,5,N,28.669779529219014
147609,2067,3,0,3,K,29.455473894076125
55738,2068,6,2,8,N,28.838982059500516
107005,2067,3,1,4,Q,29.1118201625171
180053,2068,4,0,4,M,29.067517061785253
44656,2067,4,0,4,D,29.185438452013106
23705,2068,4,2,6,N,28.38237116645534
137798,2067,4,2,6,F,29.1102356673414
116404,2068,7,0,7,J,29.023802986678945
118617,2067,4,2,6,Q,29.00025100586094
166024,2068,3,3,6,M,28.725805757978097
104741,2068,8,1,9,K,28.899231605368
170801,2067,4,2,6,Q,29.36781880291394
73736,2067,4,2,6,Q,29.41264001554663
32738,2068,4,0,4,E,28.80962498311977
94823,2067,4,1,5,N,29.52905952819331
131246,2067,5,2,7,P,28.933278064919104
158665,2067,2,3,5,E,29.035474114023945
92426,2068,8,2,10,I,28.85114515203801
159163,2068,4,2,6,E,28.72291629917904
76204,2068,5,2,7,Q,29.093085126494763
136599,2068,7,2,9,D,29.07627499829761
143242,2068,4,0,4,A,28.964120929812044
62063,2068,7,0,7,P,28.558633814860126
78396,2068,7,2,9,M,28.839607162588116
131085,2067,5,1,6,P,29.482221078283228
66795,2067,3,0,3,E,29.37325671926583
145151,2067,3,0,3,N,29.302056753608905
185030,2067,18,4,22,P,29.16350840001288
58658,2068,4,2,6,E,28.853469319434904
96378,2068,5,0,5,J,28.91382180131559
139205,2067,0,3,3,N,29.065561838057857
128383,2068,5,2,7,M,28.813384346512468
105171,2068,7,2,9,N,28.776729368428924
36364,2068,4,2,6,Q,28.64998711932105
40666,2067,2,1,3,S,29.228524069560645
156964,2067,6,0,6,D,29.00682308061745
171031,2068,5,1,6,D,29.15203512349363
132153,2068,5,3,8,N,28.927917899713187
26979,2068,6,2,8,E,28.820669862448668
122761,2067,3,2,5,J,29.12207745938543
64996,2067,5,1,6,K,29.10177204792865
38719,2068,4,2,6,K,28.744891634949298
29539,2068,5,2,7,E,28.893828559175823
142745,2067,7,0,7,M,29.11307546104721
150808,2068,3,1,4,M,28.68091882904848
143899,2067,6,0,6,J,29.05639108715767
147642,2067,5,1,6,M,29.35477418846437
44751,2067,7,2,9,D,29.348259724168592
135165,2067,6,3,9,M,28.69510547582894
52216,2068,6,0,6,P,28.642493194017494
28212,2068,5,2,7,J,28.659264220149204
25625,2067,2,1,3,D,29.04019112041712
45710,2068,4,1,5,D,29.05317599717084
120004,2067,32,4,36,E,29.204048818975743
82545,2068,11,2,13,N,28.56125602812962
30357,2068,3,0,3,D,28.587170064608788
59449,2067,6,3,9,E,28.94746246694572
122779,2068,4,3,7,G,28.881948158826347
181526,2068,7,0,7,J,28.662018098913997
55841,2068,5,2,7,A,29.14499049108924
142004,2068,6,1,7,M,28.66685648517193
129251,2067,6,0,6,N,29.17837167549879
147706,2068,6,0,6,C,28.76285335500009
150733,2068,7,2,9,M,28.925237413375392
62802,2067,3,2,5,E,29.298621685187346
131629,2068,5,2,7,S,28.42917558698237
74321,2068,5,1,6,F,28.920310800401097
82114,2068,5,0,5,E,29.31663108145071
106215,2068,2,0,2,K,28.81897461593512
143732,2067,3,2,5,P,29.145953189842043
60184,2067,6,1,7,Q,29.13466481057912
49061,2067,2,2,4,J,29.12871926606469
137101,2067,6,2,8,P,29.272542028814623
101973,2067,5,2,7,J,29.131149919893232
45612,2067,4,1,5,J,29.29199697318674
177804,2068,5,3,8,J,29.30930641038746
50645,2067,5,1,6,N,29.46929596568404
94900,2067,4,2,6,K,29.13655475730765
159831,2068,4,0,4,J,28.844257036820967
109155,2068,5,2,7,J,28.93270774682968
71515,2067,6,1,7,E,29.279404960459804
36329,2068,2,0,2,J,28.552931833053027
143217,2067,2,2,4,Q,29.452341198559807
145687,2067,2,2,4,N,29.422701110070104
70291,2068,4,1,5,N,29.1812335694046
52244,2067,4,1,5,N,29.128250806179494
93570,2068,8,3,11,J,28.77525645856454
76422,2067,3,2,5,C,29.191446467719203
160987,2068,5,3,8,E,29.040000441034124
86381,2067,6,1,7,G,29.41789179007558
23638,2068,6,1,7,N,28.898524126575676
164196,2068,5,1,6,N,29.11632638224013
140680,2067,6,1,7,P,29.254268159209133
159836,2067,6,2,8,D,29.207843939201272
50389,2067,2,1,3,E,29.20309202102309
112832,2068,4,2,6,M,28.81411836874849
18038,2068,8,0,8,A,28.82713491746573
149514,2068,1,2,3,N,28.66948475836889
47939,2068,10,1,11,J,28.76422213413815
145028,2068,7,0,7,P,29.10380710752517
41170,2068,4,0,4,F,28.79050720643929
24338,2068,4,0,4,A,28.956223628768143
133791,2067,3,2,5,M,29.34591371234017
123327,2068,7,0,7,N,28.82421992366366
71527,2067,4,3,7,E,29.23821410752534
25958,2067,5,2,7,Q,29.101868867467484
139499,2067,4,1,5,P,29.172933206869477
123954,2067,3,0,3,M,29.202685212853897
85117,2068,3,3,6,Q,28.73101715844925
47649,2068,3,1,4,N,29.025004819234347
56645,2067,4,3,7,N,28.849234850976597
145446,2067,3,2,5,Q,29.46162750898624
159163,2067,5,3,8,E,29.41674569878449
141864,2068,3,0,3,J,28.852184878118397
84240,2068,1,1,2,Q,28.81447241260564
113944,2067,6,1,7,P,28.961689195997533
36270,2067,7,2,9,Q,29.390800736472197
130439,2068,9,3,12,E,29.034265863895364
61991,2068,2,2,4,Q,29.03890550107529
117555,2068,3,0,3,S,28.757535770578784
49159,2068,2,0,2,Q,28.55061427679133
52669,2067,4,0,4,K,29.16715440729305
19986,2067,6,0,6,A,29.360291190278165
94315,2067,3,5,8,K,29.24015643632148
22336,2067,3,0,3,E,29.1979657820881
75818,2068,2,3,5,M,28.778416836331804
17602,2068,1,2,3,D,28.840511109589293
60699,2068,2,2,4,J,29.091741230575582
18698,2068,3,3,6,P,28.860326949553663
27854,2067,3,2,5,E,29.09259302642492
37913,2068,5,2,7,M,28.80650251362807
147234,2067,5,4,9,E,28.90413324799208
99190,2068,3,0,3,P,28.84994181152321
86381,2068,2,2,4,G,28.749521416135327
125108,2068,3,3,6,E,29.04643238507886
94368,2067,3,2,5,Q,29.407171020022904
148930,2068,9,0,9,N,29.072711610604145
174399,2067,4,1,5,D,29.40525649072688
132291,2068,6,2,8,J,28.90703361265288
92483,2067,3,2,5,Q,29.19476817305804
18004,2068,4,2,6,E,29.04023542435855
148552,2068,7,2,9,D,28.80268570181666
166216,2067,3,0,3,N,28.862350973447064
65918,2067,3,2,5,P,28.94495896512983
108425,2067,8,2,10,P,29.31817008296072
50273,2067,5,0,5,E,29.04188255366145
40842,2068,4,2,6,Q,28.94431868859998
98600,2068,5,2,7,N,28.868075075224382
35790,2067,3,0,3,Q,28.78174649570472
131941,2068,7,2,9,H,28.764813749532767
74683,2068,1,1,2,N,28.638027611599448
88031,2067,3,2,5,P,29.17728595400502
37561,2068,3,1,4,E,29.03520912136987
88966,2068,3,1,4,M,28.835865203991823
140788,2068,4,0,4,H,28.783023093645795
106701,2067,4,2,6,J,29.21515207244742
55646,2067,8,3,11,Q,29.13588652275653
22612,2067,3,1,4,M,29.06283264862066
147212,2067,8,2,10,P,29.30897723523492
74271,2068,7,1,8,K,28.75703622592372
170117,2068,8,3,11,D,28.895268537886743
181375,2067,5,2,7,G,29.09113391546666
88280,2068,6,2,8,E,28.64766099409962
69836,2068,6,1,7,A,28.840262257308847
77842,2067,4,2,6,D,29.065920564392663
103432,2067,2,1,3,J,28.7478675441042
164947,2068,6,0,6,N,28.90654939732354
32609,2068,4,1,5,E,28.762930440235
149169,2068,4,1,5,M,28.985897412348628
65639,2068,4,2,6,P,28.99089864227277
61138,2067,3,0,3,N,29.00762800197674
22442,2068,3,2,5,D,28.758276330297043
114478,2067,5,2,7,Q,29.258757296163463
77377,2067,1,3,4,N,29.18150556679868
60287,2068,5,2,7,N,28.618749849603248
172062,2068,6,1,7,D,28.852624527143977
97102,2068,3,1,4,E,29.180460847629924
158623,2067,6,0,6,H,29.342865609605973
47987,2068,2,1,3,Q,28.913433609169942
158534,2067,5,2,7,N,29.072486018399758
169981,2068,7,3,10,P,28.85115198257043
103916,2068,1,3,4,P,28.855148969608383
135597,2067,5,0,5,N,29.13285867070637
148913,2068,9,1,10,M,28.990615360048675
107809,2068,4,0,4,N,28.85415801436668
151518,2068,7,3,10,M,28.848734426397836
131671,2067,5,3,8,E,29.364745048882167
25100,2068,6,3,9,J,28.75658980583107
77703,2068,4,2,6,N,28.68484475778512
54245,2068,6,1,7,Q,28.885584634385403
121092,2068,4,2,6,E,28.724360815503672
157099,2068,3,2,5,Q,28.789368727228084
143946,2068,3,0,3,K,28.90370630467215
119405,2067,4,4,8,E,29.374754127190148
93935,2068,2,2,4,D,29.13321345493728
32244,2068,5,0,5,N,29.152229192439982
96603,2068,2,2,4,E,29.10475858506788
54737,2067,4,2,6,J,29.212755346555117
146091,2067,6,0,6,M,29.286609202987705
69297,2067,7,0,7,D,29.289449729610848
139090,2068,6,0,6,P,28.794731441003645
33093,2068,7,1,8,E,28.7735007346938
24613,2067,1,3,4,N,29.036836967757484
150469,2068,6,1,7,J,28.96453464203355
136578,2067,5,1,6,K,29.25589280128858
142141,2068,2,4,6,J,28.98733346002661
113962,2068,7,4,11,E,28.889200485626706
94474,2068,4,1,5,J,29.15500559050014
170025,2068,3,3,6,E,28.79996391860433
84226,2067,6,1,7,J,29.13370260890127
146766,2068,6,0,6,Q,28.760826369592813
75602,2067,6,0,6,K,29.0949671376991
78290,2068,6,2,8,J,28.80144316998027
130140,2068,7,1,8,G,29.123324540833934
113029,2068,10,1,11,K,29.066540296669448
20572,2067,2,1,3,M,29.36070273404089
114046,2067,4,1,5,E,29.323486399346454
120371,2067,4,2,6,P,29.324923137078887
181097,2067,5,0,5,D,28.885729447504044
122189,2068,3,2,5,E,28.42133863532996
148049,2068,1,3,4,E,28.831637216815352
87679,2068,5,2,7,Q,29.01295504951316
172669,2067,6,2,8,A,29.180326996072523
45048,2067,3,0,3,Q,28.94419456044277
40718,2067,6,1,7,M,29.05578132942514
100209,2067,4,2,6,M,29.06103826002062
15808,2068,6,1,7,D,28.74185306720824
18627,2068,6,1,7,P,28.77318518146389
47119,2068,6,0,6,E,28.72732598866236
166027,2067,4,1,5,F,28.94289726219329
141936,2068,9,1,10,Q,28.93794926148057
18294,2067,3,1,4,Q,29.269144871056632
155961,2068,3,1,4,N,29.042152662915232
59421,2068,3,3,6,J,28.91169135623449
166707,2068,5,2,7,Q,28.766115308224744
40118,2068,1,3,4,M,29.056420902328327
117898,2068,3,0,3,E,28.785331282174425
95758,2067,2,1,3,E,29.19233049457624
97820,2068,4,1,5,D,28.61278982657021
89851,2067,4,1,5,C,29.356219011590788
19886,2067,5,3,8,P,29.27319825221336
113762,2068,6,0,6,E,29.01835529359594
134928,2068,8,2,10,J,28.80830001011064
59464,2067,2,2,4,D,29.13541024315224
39190,2068,4,0,4,P,28.5588258865738
162216,2068,11,3,14,E,28.646649506037168
178827,2067,3,2,5,E,29.308656559040514
34327,2067,4,2,6,E,29.291663238302704
161570,2068,5,3,8,I,29.070098717623114
118849,2068,3,0,3,J,28.769844774116237
90670,2068,4,2,6,M,29.134595764236227
128226,2067,4,1,5,E,29.099125762111772
55636,2068,3,2,5,K,28.880604970686825
146522,2067,2,2,4,D,28.9953237866886
57340,2068,6,0,6,N,28.913387204237463
143416,2068,5,1,6,J,28.45232593542368
53928,2067,2,1,3,K,29.27788255723603
72928,2068,1,3,4,K,28.99421618410893
138093,2068,2,2,4,N,29.275038813872733
66742,2068,2,1,3,M,29.088088808608436
21321,2068,2,3,5,K,28.852999130115503
30911,2068,3,0,3,N,29.00740096447698
94897,2067,4,1,5,J,29.066973058839796
130646,2067,5,1,6,D,29.50287735671857
88371,2068,2,0,2,H,28.87663950843919
111764,2067,5,2,7,P,29.146868830812885
169969,2068,4,1,5,J,28.84078999216944
47637,2067,2,0,2,Q,29.12369433203576
19886,2068,3,2,5,P,28.725150299991903
31689,2067,5,2,7,D,29.109850948484983
31190,2067,4,0,4,P,29.153063455984253
171095,2067,4,0,4,N,29.215069322131917
144883,2068,3,2,5,M,28.5901373447472
118683,2068,5,4,9,J,28.857039554002817
104407,2068,5,4,9,L,28.331818382052194
148267,2067,5,2,7,M,29.35116429174965
78700,2067,6,1,7,Q,29.257429213089257
51516,2067,4,2,6,P,28.94709924743194
158672,2068,16,1,17,N,28.72141787169553
180032,2067,4,1,5,Q,29.015572670398324
106954,2068,5,2,7,J,28.840972139567064
81581,2067,5,3,8,E,29.50589854514729
76485,2068,8,3,11,K,28.766328527874077
89827,2068,3,2,5,J,28.91089378693997
